,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
5601,6,29,2012,4.4,2,3,227033,2,2,9559
5602,7,21,2022,2.9,4,2,66372,5,1,12272
5603,1,4,2017,2.8,4,2,134013,4,2,9319
5604,2,1,2007,2.9,2,1,16101,3,1,12277
5605,8,11,2018,4.8,3,3,123902,4,3,12821
5606,2,2,2010,1.9,2,2,155611,5,4,7887
5607,9,24,2005,4.7,3,3,52621,5,4,10247
5608,7,25,2013,4.8,3,3,153087,3,4,10738
5609,9,10,2006,3.8,2,2,269067,5,4,6318
5610,7,21,2004,3.1,4,3,183688,2,4,4726
5611,4,16,2019,1.6,1,3,276274,2,3,5874
5612,1,3,2008,1.6,4,1,257336,2,2,4453
5613,10,22,2017,1.8,1,3,157223,4,1,7855
5614,8,11,2000,4.8,4,2,289527,5,2,3109
5615,8,11,2015,2.2,4,1,6182,2,5,12176
5616,4,15,2000,2.7,4,3,256882,2,3,2000
5617,10,22,2013,3.0,2,3,238677,3,1,8226
5618,1,3,2002,2.0,2,1,287901,4,1,4441
5619,3,20,2018,4.6,2,1,257247,5,3,12455
5620,10,28,2007,4.3,4,3,257942,4,1,5341
5621,7,27,2001,1.6,3,2,28385,4,4,6432
5622,6,26,2002,1.0,4,3,12895,3,5,5442
5623,5,7,2003,3.2,1,3,107935,2,1,6041
5624,5,5,2002,2.2,3,1,79517,5,1,7809
5625,8,11,2011,1.5,2,3,108240,2,2,8735
5626,10,28,2018,4.6,4,1,203455,3,3,11530
5627,9,8,2004,4.2,4,1,28401,3,2,10431
5628,8,6,2014,3.7,1,3,32883,5,1,11342
5629,3,20,2005,2.8,2,1,104526,3,1,9809
5630,4,15,2023,2.7,1,3,55110,3,3,12597
5631,7,21,2017,1.8,1,3,291061,2,5,5178
5632,1,4,2003,2.1,4,1,191481,2,2,4770
5633,8,11,2005,2.7,1,2,220699,3,5,3886
5634,6,29,2022,3.8,1,2,66874,5,5,13162
5635,4,16,2009,5.0,1,2,51399,3,3,10772
5636,6,12,2020,4.9,1,2,147964,5,5,12040
5637,4,14,2021,3.3,2,2,159806,4,4,12503
5638,7,21,2021,2.7,3,2,165728,3,1,10785
5639,3,13,2006,2.8,3,2,162348,4,1,6453
5640,7,25,2000,5.0,2,2,209293,4,4,6914
5641,1,3,2017,2.1,4,2,139597,4,1,8508
5642,10,22,2009,2.0,2,1,128629,5,5,9727
5643,4,14,2021,3.4,1,2,158797,2,1,10624
5644,10,18,2022,4.6,4,1,28189,3,2,16236
5645,8,11,2008,3.8,2,2,122293,3,2,9854
5646,4,16,2003,3.6,2,3,106969,5,2,8460
5647,8,6,2006,1.1,4,1,82363,5,4,6852
5648,10,18,2008,3.6,3,1,138770,2,5,9824
5649,5,5,2018,3.1,2,3,9387,4,2,14412
5650,10,18,2016,4.0,3,2,123385,2,1,11432
5651,1,4,2012,3.3,2,2,189813,4,3,9203
5652,5,7,2007,1.9,2,1,219232,2,5,7215
5653,1,3,2023,3.7,1,2,282010,3,5,9059
5654,10,28,2006,1.3,1,2,142319,2,2,4353
5655,7,21,2003,3.7,1,1,234455,3,2,5510
5656,9,24,2023,1.8,1,2,209016,4,1,8619
5657,2,30,2002,4.8,1,2,220206,2,4,5095
5658,3,19,2022,3.5,3,1,46403,5,1,15771
5659,6,12,2011,2.0,2,3,282627,5,2,5747
5660,5,9,2010,4.9,1,2,241911,3,4,7161
5661,10,22,2006,1.6,4,3,70731,4,2,6085
5662,3,13,2020,4.2,1,1,149891,5,4,12802
5663,8,11,2006,3.8,2,3,28024,4,4,11139
5664,6,26,2023,2.3,2,1,262483,3,3,11550
5665,8,11,2014,4.0,3,3,222972,4,3,8840
5666,2,2,2005,1.2,1,1,212121,4,5,4057
5667,10,28,2002,2.7,1,1,135483,2,3,6190
5668,3,13,2008,3.1,3,2,14689,5,4,10306
5669,1,4,2015,3.7,4,1,135789,2,2,11084
5670,8,11,2001,4.9,2,1,217570,3,2,8448
5671,3,13,2003,1.2,3,3,237661,4,2,2446
5672,6,26,2018,3.1,1,1,43735,3,5,13225
5673,4,16,2015,2.7,4,1,198182,2,1,8836
5674,9,10,2018,1.9,1,2,6014,3,1,11279
5675,9,8,2014,4.6,1,2,80761,5,1,11284
5676,5,5,2005,3.1,2,2,263013,3,4,5439
5677,4,15,2008,1.5,1,3,53852,5,2,6922
5678,8,17,2007,4.1,2,2,98804,5,1,10323
5679,7,25,2017,2.6,4,3,256309,3,1,6673
5680,2,30,2010,1.7,1,3,278530,5,4,3229
5681,4,16,2002,4.5,3,1,64826,2,3,10403
5682,1,3,2015,4.2,2,3,37658,2,3,14046
5683,3,20,2005,2.2,4,2,221125,3,2,3377
5684,5,7,2012,2.8,3,1,124602,2,3,10507
5685,7,25,2020,4.3,2,2,243563,2,1,11528
5686,9,24,2017,2.3,2,3,75192,4,4,11996
5687,6,12,2008,4.1,2,3,253573,2,2,7528
5688,10,22,2001,4.3,2,2,9556,5,5,10508
5689,5,5,2012,4.5,1,2,277552,4,2,6648
5690,10,18,2011,4.9,4,2,263857,4,1,7022
5691,2,1,2014,4.4,4,2,152396,3,2,9652
5692,10,22,2022,1.3,3,2,417,2,3,12991
5693,10,28,2009,4.1,4,1,267861,3,5,7042
5694,8,11,2015,3.1,2,2,79337,2,2,12113
5695,4,14,2012,1.2,1,1,81363,3,4,8772
5696,7,27,2004,1.8,3,3,245544,3,5,3189
5697,10,22,2011,4.3,1,1,124584,2,2,10708
5698,5,7,2023,4.6,3,1,10046,4,4,17899
5699,3,13,2022,4.8,3,1,224603,2,3,13507
5700,4,15,2001,2.1,2,3,98089,4,5,6538
5701,2,2,2017,3.7,3,3,213273,4,4,9634
5702,8,6,2010,1.3,2,2,222606,4,2,5947
5703,9,24,2009,2.8,3,3,205898,5,1,6482
5704,1,3,2003,3.0,1,3,56812,2,3,6863
5705,5,5,2009,1.1,1,1,234060,2,1,4718
5706,1,23,2005,4.6,1,3,117063,2,4,7858
5707,8,6,2016,2.4,3,1,289394,2,2,8012
5708,5,9,2004,1.2,4,2,285865,3,3,2000
5709,1,23,2004,1.5,2,2,286397,4,5,3072
5710,7,21,2004,2.7,4,2,64560,5,2,6708
5711,3,19,2007,3.0,4,1,266090,4,4,5378
5712,1,23,2014,1.3,3,2,264067,4,2,5318
5713,8,6,2002,3.6,1,2,266145,2,4,2977
5714,2,30,2013,4.1,2,3,181750,5,3,10465
5715,9,8,2018,3.8,4,2,124980,5,2,10800
5716,5,5,2018,4.9,1,3,25650,5,5,13887
5717,2,30,2021,2.9,3,2,37097,2,2,13558
5718,10,18,2022,1.0,2,3,92396,4,4,11852
5719,3,13,2000,4.5,2,3,80366,2,5,8992
5720,6,12,2020,4.3,3,3,293131,5,1,9537
5721,10,22,2006,4.9,3,3,8618,4,4,11627
5722,4,16,2002,2.8,4,1,295693,5,5,3086
5723,8,11,2003,4.8,3,3,225791,5,3,6284
5724,6,29,2015,1.7,4,3,174677,5,5,6806
5725,5,9,2020,4.2,2,2,293230,4,4,10435
5726,6,26,2019,1.8,2,2,4457,2,1,13510
5727,9,8,2021,3.3,2,3,287953,3,4,9940
5728,2,30,2013,3.4,3,2,226521,2,1,7869
5729,10,28,2017,4.6,4,2,28687,2,2,13226
5730,3,20,2006,3.8,4,3,246743,2,5,4765
5731,2,2,2011,2.9,3,1,9200,2,3,12616
5732,4,14,2020,4.2,3,2,99801,3,4,13303
5733,5,7,2023,2.4,2,1,254910,2,3,11801
5734,2,30,2009,1.8,4,3,281531,4,1,2969
5735,8,6,2000,3.6,1,1,63178,3,4,7936
5736,3,19,2002,2.4,2,1,172244,5,3,7155
5737,7,27,2014,3.3,3,2,281184,4,5,6976
5738,2,1,2005,1.8,2,1,284282,3,4,5214
5739,4,15,2007,1.7,4,2,72721,4,5,6445
5740,5,5,2022,2.5,1,2,139526,3,1,10409
5741,8,6,2000,1.9,4,1,176656,3,4,3966
5742,5,7,2015,2.9,4,1,161128,5,4,9777
5743,2,2,2007,3.8,2,3,44190,2,3,11116
5744,9,24,2019,1.8,2,2,219160,2,5,9216
5745,1,23,2003,2.4,3,1,145451,5,4,6990
5746,9,8,2008,3.1,3,3,218996,4,4,6220
5747,8,11,2011,3.9,3,1,144713,3,5,10905
5748,10,22,2005,3.9,2,3,63998,2,1,10220
5749,9,8,2009,1.3,1,2,76365,5,4,6572
5750,3,20,2002,2.7,1,3,1017,5,4,7379
5751,9,10,2013,2.3,4,1,164717,4,3,8505
5752,2,30,2007,4.0,3,1,197012,4,1,8759
5753,9,10,2003,4.0,4,3,58491,5,3,7830
5754,4,15,2021,2.8,2,2,140833,5,1,12383
5755,9,8,2022,3.7,2,2,94565,4,5,14508
5756,8,17,2017,2.3,4,2,118731,2,4,9125
5757,7,25,2000,1.3,4,1,268371,4,3,2000
5758,6,29,2023,1.7,4,3,216687,5,3,8366
5759,6,12,2014,4.8,1,3,133831,2,1,10423
5760,2,1,2013,3.3,4,1,258231,4,2,7635
5761,8,11,2015,2.5,3,3,194132,2,3,8217
5762,7,21,2008,3.1,2,2,69323,3,4,10213
5763,10,28,2014,1.8,3,2,221431,5,3,6671
5764,3,13,2013,3.6,1,3,45594,2,2,10688
5765,10,22,2007,4.4,2,2,234437,2,1,7911
5766,4,15,2016,3.3,2,3,157592,5,5,11048
5767,10,28,2014,1.1,1,1,89812,3,2,9103
5768,8,6,2022,3.9,1,3,91711,4,4,12765
5769,2,30,2007,1.9,3,2,228508,3,3,4529
5770,8,6,2001,2.8,2,3,57633,4,1,8047
5771,10,22,2016,3.3,4,1,224391,2,5,9212
5772,5,7,2007,2.2,4,3,140815,4,2,5583
5773,8,17,2023,4.3,3,2,161994,5,3,13060
5774,8,11,2016,3.4,2,3,179450,4,1,10711
5775,10,18,2020,2.4,2,1,97270,4,5,14054
5776,7,25,2021,3.3,2,1,190197,3,1,13396
5777,2,30,2015,3.2,4,3,115023,3,4,9499
5778,4,15,2013,1.5,4,3,431,2,4,9491
5779,7,27,2004,2.8,4,1,25432,4,5,9091
5780,5,5,2002,2.8,4,1,223989,3,4,4520
5781,4,14,2011,1.3,1,1,236894,3,4,5462
5782,8,17,2020,2.1,1,3,222732,4,1,7745
5783,6,26,2007,2.6,1,1,79562,2,5,8708
5784,6,12,2001,4.6,3,2,113743,4,4,7725
5785,4,16,2006,3.2,2,1,186095,4,1,8878
5786,1,23,2012,4.8,1,2,162020,2,4,9259
5787,1,4,2004,1.3,3,1,57078,3,4,7958
5788,7,27,2017,2.7,3,1,170136,3,4,10997
5789,8,17,2006,3.8,1,3,133838,5,5,7023
5790,10,18,2021,1.3,2,1,203620,4,3,11127
5791,10,28,2013,3.4,3,2,206247,2,4,8275
5792,3,19,2018,3.2,2,1,143684,3,5,13326
5793,5,7,2004,4.6,1,2,154124,3,4,6817
5794,8,11,2021,2.1,2,1,256895,3,3,10862
5795,5,7,2006,4.2,3,3,90587,5,5,9288
5796,2,1,2017,3.5,2,1,205604,2,2,12087
5797,6,26,2001,3.3,1,1,19717,5,2,8805
5798,9,10,2010,3.9,3,1,199971,2,4,9500
5799,10,18,2012,2.6,1,2,134814,2,3,7603
5800,3,19,2018,1.1,4,2,105450,4,1,8491
5801,6,29,2009,4.5,2,1,99134,2,5,12817
5802,7,27,2020,4.4,1,3,60072,3,2,13298
5803,10,28,2010,2.0,1,2,26122,5,1,8577
5804,9,24,2005,1.4,1,1,171673,5,5,5066
5805,9,24,2000,3.6,3,2,101716,2,5,6665
5806,2,2,2002,3.3,1,1,274790,2,2,4004
5807,9,8,2018,1.3,2,1,143904,4,2,11421
5808,8,6,2015,4.7,4,3,77848,2,3,11743
5809,5,5,2019,2.6,2,1,30363,2,1,15292
5810,7,25,2010,4.3,2,3,64193,4,2,12116
5811,1,4,2009,1.3,3,3,252079,3,3,4058
5812,8,17,2020,1.0,3,1,167685,3,1,10246
5813,7,27,2014,4.4,1,2,289041,5,2,6919
5814,6,29,2005,4.1,1,3,99815,3,3,7703
5815,9,8,2012,1.3,3,1,54865,3,1,10402
5816,1,23,2021,3.7,3,2,107030,3,5,12959
5817,9,10,2014,1.8,2,2,106111,2,3,9977
5818,9,8,2008,2.4,3,1,166039,5,3,8079
5819,2,1,2012,3.6,4,1,239207,4,1,8015
5820,4,15,2006,2.8,2,3,156582,3,3,7568
5821,10,28,2014,2.9,3,1,44446,4,5,12811
5822,2,1,2023,4.2,1,2,44358,4,2,14312
5823,9,24,2015,3.3,3,3,130966,2,5,10280
5824,4,16,2014,3.2,3,3,60721,5,1,11285
5825,3,20,2008,2.2,3,2,55505,4,2,8589
5826,6,29,2012,3.3,4,1,100102,5,3,10497
5827,9,8,2021,2.5,4,2,296835,2,4,6963
5828,4,16,2006,2.7,1,1,122151,2,4,7656
5829,1,3,2005,1.1,1,2,237773,5,1,2000
5830,2,1,2013,1.2,3,3,147992,4,5,7240
5831,1,4,2015,4.9,3,2,107186,3,4,12356
5832,7,27,2019,4.1,1,3,142965,2,1,11040
5833,6,12,2008,4.4,2,2,198986,3,2,8920
5834,2,30,2005,3.6,2,2,33673,5,3,10526
5835,8,17,2015,2.6,3,3,210969,4,2,7980
5836,5,9,2019,1.9,1,1,233275,5,2,8534
5837,8,17,2023,4.5,2,1,187138,5,5,15257
5838,7,21,2018,1.2,2,2,246762,2,4,7764
5839,6,29,2023,3.6,1,3,10828,5,2,14383
5840,9,10,2001,1.1,1,1,140753,4,5,4184
5841,6,12,2001,4.6,1,3,102606,3,2,6947
5842,9,8,2000,1.5,1,3,30953,4,3,4980
5843,7,27,2010,2.5,1,3,22296,4,3,9154
5844,6,26,2014,3.7,1,3,284414,5,1,6311
5845,7,27,2016,4.7,2,1,204160,5,1,13016
5846,5,7,2000,2.1,3,1,2556,3,4,8648
5847,1,4,2023,4.8,4,2,67091,3,1,14458
5848,7,25,2022,3.7,1,3,51997,4,2,13360
5849,1,4,2008,1.0,3,3,6390,5,4,8372
5850,1,23,2013,2.0,4,3,45081,5,3,9098
5851,9,8,2019,4.7,3,3,147790,4,5,12544
5852,9,8,2022,3.6,3,1,52344,2,4,15753
5853,3,20,2013,2.7,1,2,41577,3,5,9868
5854,4,14,2023,4.2,4,3,12478,3,4,14950
5855,10,28,2002,2.0,4,3,285470,2,2,2000
5856,7,27,2011,1.5,1,3,72356,2,5,7452
5857,8,11,2022,3.1,3,3,287,4,3,14794
5858,1,4,2004,1.6,4,3,225565,4,3,2388
5859,1,23,2006,2.0,4,3,259783,5,4,2704
5860,4,15,2011,2.2,2,3,122858,3,4,9142
5861,3,20,2013,1.3,4,1,116174,4,2,8476
5862,1,4,2012,4.7,3,2,71925,3,1,11961
5863,4,14,2011,2.3,3,2,193499,3,5,6830
5864,10,22,2018,2.5,3,3,77777,3,4,11444
5865,7,21,2004,2.8,2,2,27807,3,4,9543
5866,4,16,2000,3.8,3,2,257726,4,2,3745
5867,5,9,2013,3.7,4,3,168222,2,3,8335
5868,10,18,2005,1.6,3,1,92903,3,1,7841
5869,8,6,2001,3.8,3,2,147004,4,2,6259
5870,4,15,2000,4.2,3,2,163947,5,4,6021
5871,10,28,2003,2.8,3,1,17614,4,4,9947
5872,2,2,2006,2.4,4,3,22158,2,2,7856
5873,7,27,2020,1.2,3,1,122890,5,1,11342
5874,2,1,2012,2.8,4,2,22497,5,1,10050
5875,7,21,2012,2.8,4,2,101331,4,4,8473
5876,9,24,2021,1.4,4,2,286903,5,3,6061
5877,9,24,2020,2.6,4,1,148675,2,2,11226
5878,4,16,2012,3.1,2,3,64922,5,5,11501
5879,4,14,2003,2.7,4,3,218024,5,3,3339
5880,7,25,2011,1.4,4,2,52300,4,2,7754
5881,9,10,2015,2.4,1,2,194995,5,2,7100
5882,2,1,2000,2.1,2,1,28961,3,3,9120
5883,2,2,2005,1.1,1,1,197972,2,5,4240
5884,4,16,2022,3.8,1,3,148702,3,2,11525
5885,5,9,2016,3.6,2,1,210863,2,3,11782
5886,8,17,2021,3.0,1,2,9696,3,3,13206
5887,5,5,2019,3.5,1,2,7642,3,2,13147
5888,4,16,2003,2.4,3,3,269645,2,5,3007
5889,7,21,2017,2.6,2,1,166170,2,1,11976
5890,10,18,2010,4.5,2,1,226146,3,2,10577
5891,2,30,2013,4.1,3,1,195173,3,2,10696
5892,8,6,2020,3.6,2,1,53294,5,3,16134
5893,5,7,2016,3.8,2,3,224808,2,1,10203
5894,1,23,2018,1.7,3,1,281685,2,1,8066
5895,5,5,2000,1.2,2,3,68512,5,4,5929
5896,3,19,2001,3.5,1,3,52291,5,1,6854
5897,8,6,2000,3.3,4,1,196445,5,4,4971
5898,3,19,2019,3.5,2,1,167344,5,4,13453
5899,4,14,2010,3.5,4,2,198438,2,2,6631
5900,1,3,2010,2.8,4,2,229661,3,3,5306
5901,1,4,2009,2.4,2,1,297379,3,3,6752
5902,4,15,2021,2.3,1,1,278965,5,3,8620
5903,4,16,2009,1.1,2,3,275055,3,4,4398
5904,10,22,2009,1.8,2,1,221746,5,1,7665
5905,1,4,2001,4.2,2,1,11815,3,4,11863
5906,1,4,2013,1.9,4,2,128071,5,5,7338
5907,10,18,2005,2.6,3,3,262975,2,4,3940
5908,6,26,2000,1.3,2,3,140723,5,2,4585
5909,7,27,2016,2.3,1,1,123501,3,3,10229
5910,7,27,2015,3.9,2,2,27837,3,1,13943
5911,10,22,2016,4.7,2,1,147698,5,2,14146
5912,7,27,2014,4.9,4,1,52585,3,1,13648
5913,6,26,2021,1.4,1,2,96572,5,2,9868
5914,8,6,2016,1.7,4,1,147888,3,3,9142
5915,5,9,2019,3.9,2,2,110369,5,5,13492
5916,10,18,2002,2.9,3,3,272485,2,5,3150
5917,8,17,2023,2.7,4,2,209173,2,3,9516
5918,5,7,2005,4.9,4,1,118274,4,4,9634
5919,8,17,2000,2.2,4,2,1041,5,1,6279
5920,8,11,2023,3.2,1,1,122492,2,4,13250
5921,9,8,2020,1.0,2,2,210034,3,1,8899
5922,9,8,2004,3.1,4,3,293052,2,5,2538
5923,4,14,2007,4.2,2,1,259756,4,3,8704
5924,3,19,2009,3.1,1,1,115892,3,2,9082
5925,7,25,2014,3.6,2,1,218266,2,3,11034
5926,6,12,2012,1.2,1,3,39758,5,1,8104
5927,4,15,2015,4.5,2,1,250587,3,1,11588
5928,3,19,2000,1.2,2,1,44471,2,3,7910
5929,8,17,2012,4.9,4,3,166952,2,1,9260
5930,8,11,2020,2.2,3,1,10108,4,4,14597
5931,1,23,2001,3.7,2,2,15553,4,1,9788
5932,9,10,2011,2.3,3,3,15806,3,2,10383
5933,8,17,2021,3.1,4,3,237836,3,4,8743
5934,8,6,2007,4.4,4,3,38760,3,1,9824
5935,10,18,2002,2.5,1,2,235829,2,5,2483
5936,10,22,2023,3.6,3,2,112036,5,3,13359
5937,8,6,2006,1.2,1,3,179225,3,1,3515
5938,3,13,2000,5.0,3,3,184009,3,4,6419
5939,10,28,2013,3.0,3,3,109459,2,1,9810
5940,1,3,2000,1.7,2,3,259907,4,1,2601
5941,6,29,2005,4.0,3,1,172141,2,3,8657
5942,9,24,2015,2.1,1,1,263903,4,5,6921
5943,7,25,2022,1.3,2,2,120586,3,1,11588
5944,2,1,2015,3.7,4,2,40026,2,4,11499
5945,3,19,2009,2.6,1,3,202786,5,1,5344
5946,8,6,2018,3.7,3,3,215331,2,3,9893
5947,1,23,2005,4.4,4,1,281565,5,2,5868
5948,9,24,2017,2.1,3,3,89465,2,4,10510
5949,7,21,2012,2.7,4,3,281578,5,4,4768
5950,5,7,2003,4.1,1,2,275857,2,4,3582
5951,4,16,2003,3.7,1,2,107718,5,1,6545
5952,3,19,2007,4.9,3,2,133488,5,4,9430
5953,3,20,2009,3.2,2,2,206720,5,3,7865
5954,4,14,2023,4.8,1,1,173090,3,3,13838
5955,8,6,2010,4.9,3,3,52477,2,1,11950
5956,10,18,2008,1.4,4,2,4487,4,2,7810
5957,9,24,2016,4.0,1,1,58993,4,5,13220
5958,5,9,2021,1.3,4,1,252075,3,4,8158
5959,1,3,2010,3.6,2,1,193006,3,2,10339
5960,6,12,2021,4.3,3,1,76879,5,4,15662
5961,3,19,2002,1.8,3,1,225885,3,1,4482
5962,7,27,2001,2.3,3,1,117992,2,5,6840
5963,5,5,2002,1.5,3,1,75593,2,3,7188
5964,10,18,2021,2.9,1,2,245361,3,5,8392
5965,1,23,2016,3.3,4,1,136132,2,1,10977
5966,7,25,2006,1.7,4,1,112756,2,1,6844
5967,8,17,2000,4.4,4,2,19401,2,4,8111
5968,7,21,2013,2.3,1,1,120919,5,2,9381
5969,4,14,2021,2.3,2,3,248883,2,4,9722
5970,4,16,2006,3.9,3,3,38664,3,1,10026
5971,5,9,2010,1.7,1,1,264213,4,4,5015
5972,8,11,2009,4.6,3,1,235553,2,3,9188
5973,3,19,2022,2.0,4,1,93540,5,2,12329
5974,4,16,2019,3.6,4,1,277052,4,4,9358
5975,6,12,2022,3.3,4,2,8157,3,5,13836
5976,9,24,2002,1.2,3,2,112578,3,4,4648
5977,5,9,2006,2.7,4,1,42069,2,1,9258
5978,10,18,2005,3.4,2,3,285877,5,2,5282
5979,2,1,2001,3.9,4,3,61962,4,3,7060
5980,5,5,2010,2.7,1,3,11720,4,2,9565
5981,10,22,2012,1.8,1,3,122118,5,4,7057
5982,1,23,2010,3.4,2,2,160040,3,1,9299
5983,2,2,2013,4.9,4,1,127507,3,5,11849
5984,1,23,2003,1.5,4,3,181314,4,1,2873
5985,6,12,2006,4.2,1,3,298164,4,2,4136
5986,6,29,2005,4.7,3,3,42193,2,2,10456
5987,3,19,2012,4.4,4,2,26805,2,5,11563
5988,2,2,2000,1.7,3,3,48457,2,2,5830
5989,5,5,2007,4.1,3,2,98065,2,3,9338
5990,10,28,2004,3.9,3,2,120794,3,3,7784
5991,6,26,2019,3.2,1,2,54221,5,2,11915
5992,9,10,2017,1.5,3,3,283042,3,1,6039
5993,6,29,2009,2.6,2,1,1430,5,4,12871
5994,2,30,2010,1.5,2,1,1588,3,4,12068
5995,8,11,2022,3.4,1,2,45283,4,3,13194
5996,10,18,2018,2.8,2,1,111967,2,1,13560
5997,6,29,2022,2.1,2,2,281662,4,2,9166
5998,2,2,2005,4.7,4,3,20173,3,3,9896
5999,10,28,2016,1.7,4,1,239501,5,3,7309
6000,3,13,2016,4.3,2,2,84801,4,1,13503
6001,1,4,2010,4.6,3,3,188992,4,1,8920
6002,6,29,2003,2.0,2,2,199482,2,4,5010
6003,10,22,2010,2.8,4,3,38770,3,1,9124
6004,2,2,2005,2.6,2,2,130929,3,4,7581
6005,7,27,2020,3.6,3,3,159695,5,1,11506
6006,5,9,2000,2.4,2,3,99479,2,2,6510
6007,6,29,2002,4.1,4,3,253999,5,2,3720
6008,7,21,2000,3.0,4,2,287796,2,1,2000
6009,7,21,2022,4.7,3,2,148342,3,1,13433
6010,1,3,2011,1.0,2,3,256297,4,3,5274
6011,10,22,2005,1.4,1,2,194929,5,1,3101
6012,2,2,2007,2.3,1,1,46417,2,1,9071
6013,5,5,2006,1.8,1,1,242383,3,1,4352
6014,5,7,2008,1.1,3,3,178375,5,2,5032
6015,2,2,2001,2.4,4,2,71138,5,1,5377
6016,4,14,2006,1.9,3,3,270910,3,1,3381
6017,7,21,2022,2.4,3,2,123282,5,1,11634
6018,6,29,2002,2.7,2,3,93897,3,1,7522
6019,5,5,2017,2.9,1,2,196124,2,4,8177
6020,4,14,2018,4.1,1,3,226037,3,1,9079
6021,10,22,2004,3.5,1,1,163544,4,1,7029
6022,10,18,2018,1.5,2,2,164345,2,2,9713
6023,8,6,2002,4.2,3,2,9159,2,2,9716
6024,7,21,2016,4.4,4,1,276620,4,1,9267
6025,3,20,2001,4.0,1,2,150485,5,4,5390
6026,6,12,2010,4.2,3,1,91546,5,1,11969
6027,6,12,2005,3.0,3,2,288021,3,1,3839
6028,7,25,2005,3.5,1,2,187571,3,3,5348
6029,5,9,2016,2.7,4,3,32377,2,1,10952
6030,10,18,2022,2.1,2,2,65641,3,3,13487
6031,8,17,2015,2.6,2,2,129304,5,1,10613
6032,2,30,2009,1.8,3,2,201019,3,2,5579
6033,10,28,2013,1.3,4,2,228030,5,2,4739
6034,4,15,2005,4.1,3,1,276665,4,5,6666
6035,7,27,2018,2.8,4,3,282682,5,5,6646
6036,1,23,2013,3.6,2,1,195050,5,5,11199
6037,7,21,2006,1.6,3,2,68222,2,5,7135
6038,4,14,2004,1.2,4,2,146035,4,3,3579
6039,5,7,2017,2.9,2,2,25616,2,5,13587
6040,3,19,2012,4.0,3,2,224113,2,2,8217
6041,7,25,2012,1.4,3,1,205706,3,1,7485
6042,5,7,2013,3.2,2,3,76660,2,5,11666
6043,6,12,2017,1.7,3,2,241629,2,5,7067
6044,9,10,2000,3.9,2,2,272522,5,1,4549
6045,3,13,2013,2.0,1,1,32415,3,2,10851
6046,6,29,2005,2.5,3,3,127568,4,3,6548
6047,5,5,2008,3.6,3,1,264803,5,1,7303
6048,7,21,2012,1.9,1,2,88215,3,3,7835
6049,3,20,2008,3.8,4,1,205273,5,3,7694
6050,1,4,2010,4.1,2,1,96811,4,3,12763
6051,10,28,2014,3.2,2,1,191817,2,4,11163
6052,1,23,2005,4.9,3,3,142060,2,2,8658
6053,1,3,2012,4.9,1,3,239807,3,2,7803
6054,9,8,2019,3.0,3,1,71366,4,2,13872
6055,9,24,2010,4.0,4,1,28005,2,2,12039
6056,7,21,2010,3.6,4,3,162017,3,3,7459
6057,3,20,2002,4.0,1,1,289835,3,4,4403
6058,4,16,2017,1.8,2,3,173848,3,5,9523
6059,3,19,2005,5.0,3,2,278430,4,3,6031
6060,2,2,2010,2.1,2,2,56067,3,3,10078
6061,6,29,2018,4.6,2,2,28506,4,3,15529
6062,9,24,2008,3.6,3,2,97823,5,4,9143
6063,10,28,2019,2.5,3,2,62786,2,1,12044
6064,10,28,2020,4.4,1,1,132926,4,5,13341
6065,1,23,2014,2.1,2,2,90051,2,2,10598
6066,2,1,2003,4.7,4,3,61010,2,1,8479
6067,5,9,2012,4.1,1,2,44984,2,4,10900
6068,1,4,2023,1.6,3,3,176562,2,3,10068
6069,5,9,2019,3.0,2,2,258633,5,4,9627
6070,4,15,2021,4.1,3,3,268526,5,5,10129
6071,10,18,2005,4.8,4,3,68566,3,1,9028
6072,1,4,2002,3.8,1,3,293695,2,1,2626
6073,9,8,2016,2.1,3,3,291660,5,2,6166
6074,1,23,2015,4.7,2,1,98489,4,4,14830
6075,6,12,2014,1.5,2,2,78652,4,5,10226
6076,1,3,2013,4.0,4,1,284811,3,1,7803
6077,8,11,2002,4.3,3,3,23722,5,5,9525
6078,6,26,2014,3.4,2,2,73979,2,4,12220
6079,9,8,2008,2.5,1,3,223819,4,4,4523
6080,6,26,2012,1.9,3,1,2929,2,3,12041
6081,3,20,2023,1.3,3,1,114077,4,4,12518
6082,1,4,2007,4.8,2,2,62057,4,3,11758
6083,4,16,2002,3.3,3,2,26697,3,5,8466
6084,9,24,2021,3.8,3,3,252751,5,2,10144
6085,5,9,2017,3.7,1,2,195388,5,1,8992
6086,10,28,2012,2.9,3,1,78118,2,4,11537
6087,5,7,2019,1.7,1,3,199846,2,3,7503
6088,2,30,2002,3.3,3,2,96417,3,1,7071
6089,8,11,2004,4.0,1,2,164121,3,5,6017
6090,10,18,2013,3.6,1,3,171445,5,3,8171
6091,4,14,2004,1.1,1,3,98492,5,4,4430
6092,8,17,2009,4.6,4,2,101116,4,5,9377
6093,6,12,2014,3.2,2,3,110800,3,5,11284
6094,2,1,2015,2.0,4,2,165528,4,1,7289
6095,3,20,2002,2.2,4,3,243388,3,5,2032
6096,10,28,2006,4.5,2,3,47808,5,2,11443
6097,1,23,2011,2.2,2,2,161964,5,3,8360
6098,10,28,2003,1.9,2,1,146859,5,1,7462
